review_id,entity_type,title,primary_category,review_date,review_score,rating_sentiment,text_sentiment_label,text_sentiment_score,helpful_count,review_text
games_51_20201222_592239,game,Kick the Buddy－Fun Action Game,Action,2020-12-22,4,positive,negative,-0.4326,5621,"Awesome. I enjoy being able to kick the hell out of buddy. Although, they could add a sandbox version. Also, WAY. TOO. MUCH. ADS. I tap something, ads. I grab a weapon, ads. I kill buddy, ads. I play for more than 30 sec"
games_116_20220420_663582,game,Worms Zone .io - Hungry Snake,Action,2022-04-20,2,negative,positive,0.7773,5610,"I like the game because it takes real skill to play against real players. Offers an even playing field. However, I had spent months trying to upgrade my worm only to descover that it really doesn't upgrade anything. Cons"
apps_177_20240313_409778,app,Talkie: Creative AI Community,Entertainment,2024-03-13,1,negative,positive,0.8121,5607,"Everything about this app was once absolutely amazing, and gave me something to do in my free time. now, there's just too many problems after EVERY update. Too many ads, the AI repeating themselves, the lightbulb thing d"
games_246_20210218_925270,game,My Talking Tom,Simulation,2021-02-18,1,negative,positive,0.5603,5596,"I've always liked this game, however.... I can't ever save my gameplay whenever I get a new device I always have to start over! It really bothers me. It should just sinc together on all of my devices, don't you think?!?*"
apps_141_20200630_362771,app,Google Play Games,Entertainment,2020-06-30,2,negative,positive,0.765,5558,"Usually this app is fine, but I've had the same issue as someone else who wrote a review yesterday, that I try to log into Star Wars Heroes and it says it's been 24 hours or another device has logged in, I was playin it "
games_116_20250308_662588,game,Worms Zone .io - Hungry Snake,Action,2025-03-08,1,negative,positive,0.7579,5505,It keeps saying no internet connection since I downloaded yesterday and yet I still get an ad everytime I play a game except when I take rewards. My wifi and data are both fine. I've watched videos and played a far stron
apps_141_20210322_360019,app,Google Play Games,Entertainment,2021-03-22,1,negative,positive,0.4912,5498,"Been having issues getting into my games. I try logging in a game and it kicks me out, won't load at all. I see many other's complaining about this same issue. What's going on?! Fix it please!!! #Gameslogin... How to upd"
games_139_20241204_751727,game,Free Fire MAX,Action,2024-12-04,1,negative,positive,0.32,5394,"The OB47 update for Free Fire Max has been a huge letdown. Despite playing on a 5G device and stable Wi-Fi, the game suffers from extreme lag and ping spikes, often reaching 300-400ms. Ranked matches are unplayable, and "
games_120_20220329_681219,game,1945 Air Force: Airplane Games,Action,2022-03-29,2,negative,positive,0.7617,5376,The interface is too cumbersome. Too many elements. I find my self lost on how to upgrade then to find out that upgrades are out of reach without paying. Or it may take u few years to reach that level for free. This game
games_17_20250409_508384,game,eFootball™,Sports,2025-04-09,1,negative,positive,0.6251,5333,"Getting worse with every update they had. The cursor switch is so bad; going back and forth, the match making doesn't make sense at all. Why am I facing someone who's in D1 with 3227 overall team strength when I'm in D2 "
games_246_20230718_925196,game,My Talking Tom,Simulation,2023-07-18,1,negative,positive,0.5372,5314,"This game is ruined, just like any decent mobile game, ads have to come right in and kill the experience. I couldn't even play the game for 2 minutes without a 30 second ad. It's not even a game at this point, it's just "
games_15_20231214_499113,game,Ludo King®,Board,2023-12-14,1,negative,positive,0.7666,5297,"This game seems to be bias. It already knows the winner before the game started and it makes sure it gives him/her favorable rolls. If this algorithm thinks it will make people to leave the game after their last win, the"
games_246_20240124_925232,game,My Talking Tom,Simulation,2024-01-24,1,negative,positive,0.3071,5294,"I downloaded My Talking Tom, expecting an enjoyable experience, but it turned out to be a letdown. The 110MB download didn't translate into much fun, and the excessive ads only added to the frustration. I've decided to u"
games_116_20240923_666748,game,Worms Zone .io - Hungry Snake,Action,2024-09-23,5,positive,negative,-0.382,5210,This game is so good. Good graphics and addictive game. But there is one little problem a ad pops up every time I died or choose. But I found a solution. IT IS Turn off the internet connection before opening the app but 
games_51_20201008_589356,game,Kick the Buddy－Fun Action Game,Action,2020-10-08,1,negative,positive,0.9205,5107,"Fun to play but way too many ads, even after you buy the ""remove ads"" package. And the VIP package is way too expensive. I could see spending that or even a little more for a month renewal, not a week. Other than that it"
apps_214_20241207_439575,app,TikTok Studio,Video Players & Editors,2024-12-07,1,negative,positive,0.416,5079,"I don't like that the Studio doesn't see my TikTok templates. What for do I need templates? Because in the templates, I have my favorite effects that were in TikTok in the past, but then they removed them. I use template"
apps_175_20241031_388777,app,Alibaba.com - B2B marketplace,Shopping,2024-10-31,4,positive,negative,-0.553,5037,"Over-all, I'm impressed. I was a skeptic. I thought it was a scam trying to get my financial info. So far, no issues! I've ordered over $500 worth of stuff. My complaints are: 1- companies shouldn't post the minimum orde"
apps_175_20231006_379909,app,Alibaba.com - B2B marketplace,Shopping,2023-10-06,1,negative,positive,0.3265,5009,"When you click on a certain category or listing the screen just stays blank and white so you have to exit it and look at something else. Reviews sections also do not load either. It's not my connection, i tested my wiFi "
games_123_20200620_692991,game,Lords Mobile: Kingdom Wars,Strategy,2020-06-20,1,negative,positive,0.8047,4989,"Addicting game, but VERY COSTLY. There are a few items that once you maxed level become useless. Spend a few thousands and can never get a big reward. Not to mention the support team was fairly rude and dismissive on my "
apps_175_20220221_382792,app,Alibaba.com - B2B marketplace,Shopping,2022-02-21,2,negative,positive,0.931,4943,"I hope this app improves into more user friendly options. Like when you want to look for similar items, it should be more relevant what you look for. Also, i hope more shops have that add to cart option so you can compar"
games_133_20240504_732256,game,Age of Apes,Strategy,2024-05-04,4,positive,negative,-0.25,4873,"You can play without spending,look around in VIP4 advertisement free,most players don't raid their own servers they just try keep it peaceful as attack on cities is considered a bit offensive to the players,game runs smo"
games_51_20201224_590220,game,Kick the Buddy－Fun Action Game,Action,2020-12-24,2,negative,positive,0.9436,4792,"Full of ads, as expected. I had fun until I had to watch an ad every minute or so. I don't mind ads that much, but please knock it down a bit. So why 2 stars? I enjoyed the game in the first few minutes and the variety o"
games_17_20240223_509660,game,eFootball™,Sports,2024-02-23,2,negative,positive,0.4215,4774,"The game is great and better than it's competitors. The only complaint I have is when you play matches at superstar level and legend difficulty levels, it feels like your opponents have some kind of magnets on them, whic"
games_18_20250305_514789,game,Dream League Soccer 2025,Sports,2025-03-05,2,negative,positive,0.8498,4753,"Dear FTG, I don't know if you guys are now turning your game for kids and the unemployed. Many of us complained about how the prize ladder being too stretchy and exhausting, but what did you guys do, you increased it fro"
games_133_20230903_729509,game,Age of Apes,Strategy,2023-09-03,1,negative,positive,0.799,4716,Great game if you are pocket full. The game gives unlimited ways to spend your bucks. No skill required and money is enough to win. No balance between spending and skill. Most rewards are also be issued only with in-game
games_123_20230605_693929,game,Lords Mobile: Kingdom Wars,Strategy,2023-06-05,2,negative,positive,0.7783,4665,"There's way too much going on. As soon as you try to get used to something, you level up and more and more things unlock. It's hard to navigate between the copious amounts of events and verges, hero battles, adventures, "
games_51_20200903_590221,game,Kick the Buddy－Fun Action Game,Action,2020-09-03,2,negative,positive,0.802,4661,"SO. MANY. ADS. The only reason I didn't rate 1 star is because the game is decent to play when I want to pass time, but I have to play on airplane mode in order to actually play it longer than 3 seconds. There are ads on"
apps_175_20201229_379764,app,Alibaba.com - B2B marketplace,Shopping,2020-12-29,1,negative,positive,0.3162,4644,"The pictures of items that I'm interested in purchasing don't show up, just a blank page or screen. I've Uninstalled it several times in order to sign in. Sometimes it works & Sometimes it doesn't. Very frustrating. 😕 😑 "
games_120_20221103_680139,game,1945 Air Force: Airplane Games,Action,2022-11-03,1,negative,positive,0.5452,4623,"Hope you like pay walls. What a disappointment. This game started out great; fun, engaging and just an overall good experience. Right up until you hit the level that's too hard, and you can't increase your plane's abilit"
games_246_20200922_925203,game,My Talking Tom,Simulation,2020-09-22,1,negative,positive,0.85,4546,"Wow, truly amazing. A great app converted into a garbage by the ads. If the ads are reduced and the app is made as of before, more users are likely to increase. But the unnecessary ads keep poping up and irritating us. I"
games_15_20201230_499974,game,Ludo King®,Board,2020-12-30,2,negative,positive,0.9547,4467,Seriously though the whole fun part of playing ludo is the 'chance' factor. The randomness of the game is what makes you want to play it over and over again. But this one is manipulated for reasons I can't even explain. 
apps_175_20220720_388866,app,Alibaba.com - B2B marketplace,Shopping,2022-07-20,4,positive,negative,-0.8503,4432,"The search result on app for me is terrible. When I search for an item, it only displays the correct results for only 2 seconds and then changes to random items I never searched for. It's very annoying and frustrating to"
apps_214_20250116_439576,app,TikTok Studio,Video Players & Editors,2025-01-16,1,negative,positive,0.9205,4409,"The app is literally unusable!!! Can't upload any of my content, won't allow any edits, crashes constantly and has caused nothing but stress. Worst thing tiktok ever did. Why create some rubbish extention when the normal"
games_104_20231028_641268,game,WorldBox - Sandbox God Sim,Simulation,2023-10-28,2,negative,positive,0.9639,4377,I love this game a little bit challenging and issues there's like a lot of traffic out there but a little great graphics but it's hard right it with your tilting phone but I like the tilted back dirt bike thing that was 
games_120_20220319_681161,game,1945 Air Force: Airplane Games,Action,2022-03-19,2,negative,positive,0.9768,4335,"I second all the other comments about it letting you play for a while, but ultimately is unbeatable without many micro-payments and certainly watching a lot of ads along the way. I'm sure the developer is going to ask wh"
apps_175_20221011_391823,app,Alibaba.com - B2B marketplace,Shopping,2022-10-11,5,positive,negative,-0.2271,4279,"Good app for me, I do not like going to the city searching for the product I need, Alibaba is very convenient. There are some issues though, the minimum order shown for the product does not match the seller minimum order"
games_163_20220820_842280,game,Hungry Shark Evolution,Action,2022-08-20,2,negative,positive,0.6616,4278,"I want to start off by saying I really love this game. I think it's fun, challenging, and very entertaining to play. My one issue is that I paid $1.99 for no ads, double gold, and free revives. The double gold doesn't wo"
games_15_20230901_499160,game,Ludo King®,Board,2023-09-01,1,negative,positive,0.9058,4275,"In a three player game, one out of three always get minor numbers. I think that it has fixed that who will win more in this game. The blue (player 1) always get large numbers. And out of 100 matches, 80 matches are won b"
games_139_20230502_752899,game,Free Fire MAX,Action,2023-05-02,2,negative,positive,0.8271,4235,"It was my favourite game but from the last update, it won't let me enter any single game mode. When I team up with my friends and start BR rank match, all my friends enter the game except me, who is left behind and the s"
apps_214_20240803_439608,app,TikTok Studio,Video Players & Editors,2024-08-03,1,negative,positive,0.5614,4217,"it is a great place to work compared to 60% of employees at a typical U.S.-based company.As patrons buy gifts, they earn Experience Points. The more expensive the present, the more points the fan makes to level up faster"
games_15_20200331_498785,game,Ludo King®,Board,2020-03-31,1,negative,positive,0.765,4173,"At first we enjoyed the game. But there seems to be a pattern where once you have reached a certain number of points, the opponent with the lesser coins gets to win. It's all pre programmed. Looks to me like it's a delib"
games_120_20230924_681147,game,1945 Air Force: Airplane Games,Action,2023-09-24,2,negative,positive,0.6588,4160,"It's ok I guess, But the rate at which you can Upgrade your planes does not even come close to keeping up With the increasing power of the enemies. It doesn't Matter what you do. It can take two weeks to get enough Resou"
games_15_20241001_498842,game,Ludo King®,Board,2024-10-01,1,negative,positive,0.9675,4122,"I've been playing Ludo King for a while now, but it has become a truly frustrating experience. The game seems to be rigged, with the dice rolling in favor of the Al or other players far too often. It doesn't feel random "
apps_214_20241124_439573,app,TikTok Studio,Video Players & Editors,2024-11-24,1,negative,positive,0.6691,4048,This App isn't the same as tiktok it doesn't have the fyp and you can't scroll like you can on tiktok and it doesn't have a personal page that you can manage and it doesn't seem like there videos are up to date I really 
apps_175_20201110_382778,app,Alibaba.com - B2B marketplace,Shopping,2020-11-10,2,negative,positive,0.5423,4027,"Just disgusting 😤. I can't log in to my account and even I can't sign up to a new account. I'm repeatedly forced to see the message that "" this account can't log in at this time."" Although, the products are good but one "
games_15_20230326_499095,game,Ludo King®,Board,2023-03-26,1,negative,positive,0.8843,3998,The game setting is extremely predictable and not at all interesting. After a few games its very easy to predict the moves and it almost makes the game frustrating rather than interesting. Also the overall coins won are 
games_17_20240125_509827,game,eFootball™,Sports,2024-01-25,2,negative,positive,0.4181,3974,"I think this could well have gotten a higher rating but it has a few hooks 1.shot cancellation is just too much of a hassle, try to make it similar to console style 2. Whenever AI takes the lead in a match, only a few mi"
games_15_20210126_502455,game,Ludo King®,Board,2021-01-26,5,positive,negative,-0.4404,3959,"Great game. Addictive ... could use some more pre written messages for in the game. For example, sorry, connection issue, stop being a sook, sore looser, thanks, frustrated, hurry up, people seem to think if they wait fo"
games_246_20241208_929198,game,My Talking Tom,Simulation,2024-12-08,5,positive,negative,-0.2957,3956,Very good game I have been playing this since my childhood and at that time we have to do a lot of hard work to get coins for our tom outfits but now the game is completely changed now you have a lot of coins but there i
games_139_20250327_754120,game,Free Fire MAX,Action,2025-03-27,4,positive,negative,-0.3552,3951,"I've been an avid player of Free Fire for quite some time, but recently, I've been experiencing constant issues with the game not loading. Despite having a stable and fast 5G internet connection, the game refuses to load"
games_246_20190706_925348,game,My Talking Tom,Simulation,2019-07-06,1,negative,positive,0.8604,3940,"After the new update and game play was uploaded i cant get into the app anymore, it just keep closing when i try to open and play it. i like the app but this is the second time it has done this sigh, now i can't even upl"
games_104_20200709_641246,game,WorldBox - Sandbox God Sim,Simulation,2020-07-09,2,negative,positive,0.8576,3912,"During Career Mode there are certain levels where it says ""Overtake 10 Cars in 40 Seconds""... Ok, no problem, right? Nope, not so fast, buddy. It wants you to do ""CLOSE"" overtakes. First of all, it doesn't define exactly"
apps_175_20240810_392258,app,Alibaba.com - B2B marketplace,Shopping,2024-08-10,5,positive,negative,-0.5423,3905,"Application works well. However it seems over the years it has picked up many untrustworthy suppliers, showing pictures of expensive bikes going for ridiculously low prices. For example BMW R1250GS for as low as USD2000."
games_163_20190403_841525,game,Hungry Shark Evolution,Action,2019-04-03,1,negative,positive,0.8585,3901,"Used to be one of the most enjoyable games on the store , unfortunately they've changed the currency system to be a typical ""pay for progress"" game that exists everywhere. I used to be able to actually just play and earn"
apps_175_20241202_379751,app,Alibaba.com - B2B marketplace,Shopping,2024-12-02,1,negative,positive,0.3939,3859,"The apps functionality seriously sucks.... Searching for items and typing a message doesn't appear in the box on the screen, scrolling doesn't work, your inbox doesn't refresh messages instantly, close and open the app i"
games_15_20210220_498330,game,Ludo King®,Board,2021-02-20,1,negative,positive,0.5964,3835,I think the quick game mode has a bug in it. Sometimes the pawn is moved without actually clicking on it. It happened to me atleast 5-6 times. I will be thinking about which one to move and suddenly one of my pawns is mo
games_15_20200830_498705,game,Ludo King®,Board,2020-08-30,1,negative,positive,0.4779,3828,"While the experience of Ludo is okay, the algorithm is not random. It is biased and predictable. Just because the game has to be prolonged unnecessarily, they have doctored the algorithm. For example- the opponent will a"
apps_177_20240813_409779,app,Talkie: Creative AI Community,Entertainment,2024-08-13,1,negative,positive,0.2144,3778,"This used to be my favorite app. It has great pictures, the characters interacted pretty well, has voice, and you can create your own characters... well now sometimes the characters break, refusing to talk or saying they"
games_163_20200123_841389,game,Hungry Shark Evolution,Action,2020-01-23,1,negative,positive,0.9342,3769,"The game itself is okay, but I hate it how it always loses my progress. Even when I have it saved up on cloud on Google Play Games. It's every time I download this game I always lose my progress. I thought that if I down"
games_18_20250115_516518,game,Dream League Soccer 2025,Sports,2025-01-15,4,positive,negative,-0.4097,3739,"The game is good, but it has some serious issues:- (1) Sometimes when the opponent shoots the the ball and the GK catches it, and when I try to kick it, He stands there for like 5 secs and then executes the commands. So,"
games_120_20211008_680271,game,1945 Air Force: Airplane Games,Action,2021-10-08,1,negative,positive,0.7369,3724,"Costly. Youre always kept at a disadvantage. If you upgrade your plane, the game updates itself too so youre back to square one. Imagine your plane being 5 stars and needed 3 hits to be shot down then upgrading it to 10 "
games_277_20210722_1020712,game,My Talking Angela 2,Simulation,2021-07-22,2,negative,positive,0.9385,3724,I must say that the whole paying for clothes and makeup for just a day is highly annoying. Also why was the taking pictures feature from my angela one removed. Also the activities idea was nice but the tokens thing is no
games_17_20240509_509994,game,eFootball™,Sports,2024-05-09,2,negative,positive,0.8041,3715,"The graphics and new features are truly amazing, the only one thing that's I'm asking time and time again is ""INCREASE THE PASSING SPEED"" because of it interception are happening more often, a player with 95+ passing can"
games_51_20210224_589486,game,Kick the Buddy－Fun Action Game,Action,2021-02-24,1,negative,positive,0.2263,3701,"I used to play this game when it first came out and it's not the same as it used to be. TOO MANY ADS. And even when you pay to remove ads, to get half of the weapons and stuff you need to watch between 5-20 ads to unlock"
games_255_20210511_958777,game,My Home Design - Modern City,Puzzle,2021-05-11,1,negative,positive,0.2346,3624,Too many ads and items which we use to decor the rooms are too pricey. You spend more time playing mini games to earn the money than actually decorating. But this is not my main problem right now. It is giving me failure
games_116_20230703_662587,game,Worms Zone .io - Hungry Snake,Action,2023-07-03,1,negative,positive,0.8391,3616,another snake game that's a disappointment you want one that's multiplayer but has good controls this one isn't bad but there's no point in the boost because the screen doesn't see enough of the map and the boost uses so
apps_214_20241207_440639,app,TikTok Studio,Video Players & Editors,2024-12-07,2,negative,positive,0.296,3581,"After I've appealed and my video has been restored, it doesn't perform which ultimately affects me and also discouraged me. Do something about it because it's annoying, after spending hours editing and developing videos "
games_120_20240501_684137,game,1945 Air Force: Airplane Games,Action,2024-05-01,5,positive,negative,-0.4034,3561,"Game was fun for a long time. It seems that with having several updates a week, you could keep it working right! Quick missions have not reset since the last update. They were resting every day. Can not play a multiple p"
games_18_20230402_514948,game,Dream League Soccer 2025,Sports,2023-04-02,2,negative,positive,0.8788,3558,"Love the game but! The awards(coins) won are insignificant in comparison to the building projects. Too much needs to be done in order to build the bank. The controls for ex: C for sprint, when I hold it the striker kicks"
games_15_20240605_499157,game,Ludo King®,Board,2024-06-05,1,negative,positive,0.9531,3517,"The game UI and speed is awesome. However, I can clearly say that the game is biased. If we win 2 games subsequently, then it is fixed that we will gonna loss in the next game. Everytime, the one with highest amount have"
apps_177_20240315_413074,app,Talkie: Creative AI Community,Entertainment,2024-03-15,2,negative,positive,0.7543,3514,"It was good and entertaining at first, but the update ruined it by adding the waiting time. At first, it was just 25(?) seconds, but now it turns into minutes. True, there are times that the AI repeats things, but at lea"
apps_175_20200224_392402,app,Alibaba.com - B2B marketplace,Shopping,2020-02-24,5,positive,negative,-0.5267,3507,nice and fast response. good one. good service for orders and payments methods. the only annoying is that sometimes wrong specifications on the product or item and wrong english. And also fake specification on the items 
games_246_20210201_925522,game,My Talking Tom,Simulation,2021-02-01,1,negative,positive,0.7469,3455,"I give 1 star for saving my progress but it deserves -1 million stars the game is infected to critical level whit ads its beyound treatment.1 click on something and bang "" wach this ad"" you click no and the ad plays aniw"
games_51_20190421_589433,game,Kick the Buddy－Fun Action Game,Action,2019-04-21,1,negative,positive,0.8625,3437,"Tbh this is pretty garbage. I had the old Kick the Buddy. Ya know, the original and better one where almost nothing was paid for. Those were the good ol' days. Kick the Buddy was an amazing game, then there is this pay t"
games_116_20240518_662623,game,Worms Zone .io - Hungry Snake,Action,2024-05-18,1,negative,positive,0.769,3423,This game is really good but but there are some massive bugs even though I don't click sped up button it speeds and my game ends I hope this problem will be solved asap. The sensitivity of the worm will playing is very l
games_28_20210812_564643,game,Geometry Dash,Action,2021-08-12,5,positive,negative,-0.3612,3414,"This game is really epic. Lots of hard levels to train for, and a ton of costumes, colors, trails and death effects to equip. But now to the problem. I only have one. 2.2. It hadn't been out for at least 2 years now, Rob"
games_163_20221218_844338,game,Hungry Shark Evolution,Action,2022-12-18,4,positive,negative,-0.8373,3401,"I started playing this game about 6 years ago, where all there was were reef shark, mako, hammerhead, tiger and Great white. I came back to it a few times to discover that not much had changed in the time I stopped playi"
games_15_20190810_499373,game,Ludo King®,Board,2019-08-10,2,negative,positive,0.5221,3343,"It takes a lot of time to start. Whenever I minimize the game in between even for few seconds and open again, it restarts. It's very irritating. Also it has issues with network connection. To play with a friend one has t"
apps_141_20190620_361743,app,Google Play Games,Entertainment,2019-06-20,1,negative,positive,0.2244,3338,i keep updating my review because this app will not open! you keep sending me the message saying to clear cache. that didnt work so i tried using the website the instructions there didnt work either. you are being VERY U
apps_141_20240329_359534,app,Google Play Games,Entertainment,2024-03-29,1,negative,positive,0.6147,3285,"One year later, games still don't sync progress across devices!/// I thought Android was all about syncing across devices. If I play the same game on two different devices, game progress is not synced, how is that possib"
games_163_20210801_845231,game,Hungry Shark Evolution,Action,2021-08-01,4,positive,negative,-0.3038,3265,"Amazing game, but fix the cage glitch Please. Also why does it hit you out of the map. It's very annoying and broken please fix it because it still happens."
games_20_20250228_523400,game,Genshin Impact,Role Playing,2025-02-28,1,negative,positive,0.3889,3264,"This is the first time I'm leaving a bad review for a game. That's how much it sucks. It starts off great but eventually it burns you out with all the grind, making it feel like work rather than fun. Even the dialogues a"
apps_177_20241120_416502,app,Talkie: Creative AI Community,Entertainment,2024-11-20,4,positive,negative,-0.5767,3260,"The app is good and very much entertaining, but there's a problem, I'm getting frustrated by the ad deleting my message. Each time I type and was about to send, this premium ads pops out and when I finish the video in ad"
apps_141_20210606_361019,app,Google Play Games,Entertainment,2021-06-06,1,negative,positive,0.4857,3239,"I keep getting a notice that I need to do something in Google Play games so I click on the link provided, Google Play opens, and then I have no idea what action I need to take because there is nothing on the page that gi"
games_120_20230129_681215,game,1945 Air Force: Airplane Games,Action,2023-01-29,2,negative,positive,0.7875,3235,"So far it has been exceptional, it is the 1st game where I actually spend $$ however a couple days ago got a msg saying they would cancel my account because I was changing the time in my cell phone to get rewards. Time c"
games_183_20230527_851860,game,Hero Wars: Alliance,Role Playing,2023-05-27,1,negative,positive,0.5255,3197,"What is advertised is about 5% of the game. I wanted to see more of this puzzle system, but it's only in the first three campaign levels and a city gate portion. After I completed that I didn't see the puzzle game anymor"
games_123_20210425_694370,game,Lords Mobile: Kingdom Wars,Strategy,2021-04-25,2,negative,positive,0.6542,3179,"Seems to be a free to play game. But the advantage goes to the pay to play player 50:1 advantage. Also the game has had several bugs. I would report with screen shots. It would be ""investigated"" a week ot two later then "
games_18_20250315_513400,game,Dream League Soccer 2025,Sports,2025-03-15,1,negative,positive,0.6908,3172,"To be honest, this game is killer but there are some challenges that need to be handled. FIRST: while the opponent gains control of the ball there is like a repulsive force that pushes my players backward even when they "
games_57_20190718_614757,game,Pou,Simulation,2019-07-18,2,negative,positive,0.9042,3170,"I guess it's fine at what it does, but it tries to accomplish a lot without polishing anything. the visuals look like they were made by a 5 year old, and all the minigames are just watered down versions of better games o"
games_104_20200530_643288,game,WorldBox - Sandbox God Sim,Simulation,2020-05-30,4,positive,negative,-0.25,3163,"For people who hate ads, don't you know that you can press the back button instead of watching a full 30s ad? Also, here's a cheat: in the front page, there is a green box that has a gift symbol on the left. Click on it "
games_275_20220627_1010691,game,Snake.io - Fun Snake .io Games,Action,2022-06-27,2,negative,positive,0.9461,3152,I really liked all the skin options and had earned quite a few through events. Part of the reason I chose this game over others is I liked the graphics better. Unfortunately when I had to replace my phone all my progress
games_139_20250320_754789,game,Free Fire MAX,Action,2025-03-20,4,positive,negative,-0.9422,3149,Unfair weapons and really bad events. 2nd anniv. had much better events. Everyone having lv4 vest and helmet crushing you in short range range with AR guns and you can't eliminate them by even headshots. Moreover charact
apps_175_20230728_379973,app,Alibaba.com - B2B marketplace,Shopping,2023-07-28,1,negative,positive,0.8022,3139,"This is the most hard to use app or non working app. You get notifications that you got a message but when you go into app you will not see that until about 2 mins later. It freezes daily,you have to open and close app a"
apps_141_20190622_359688,app,Google Play Games,Entertainment,2019-06-22,1,negative,positive,0.9161,3136,"The performance has deteriorated significantly after the redesigning of the app. Now it's super slow. To check the achievements and leaderboards for any game, I need to wait at least one minute, and for some particular g"
games_15_20190721_498707,game,Ludo King®,Board,2019-07-21,1,negative,positive,0.8891,3079,"Successfully uninstalled. Peace of mind. The game is flawed. Every time I make it to the colored line, and my opponent gets continuously 6 & 5 and wins. I can't lose every single time. I think its a bot playing the die. "
games_274_20240203_1007129,game,Rollance : Adventure Balls,Action,2024-02-03,1,negative,positive,0.4104,3062,"There are too many commercials making it really suck. Update: You can put all the ads in you want, but at the end of the day, no one will play. You play for 5 seconds, then get an ad for the next 30, making it a game I c"
games_255_20230611_958783,game,My Home Design - Modern City,Puzzle,2023-06-11,1,negative,positive,0.9034,3051,"It was taking lot of time to download, but yup it was interesting and can help to have a front view on how to build a modern model of one's dream home. This is a feed back given for the timepass for me until this app get"
games_51_20240309_589234,game,Kick the Buddy－Fun Action Game,Action,2024-03-09,1,negative,positive,0.5162,3043,"too many ads, I played for 5 minutes and spent at least 3 watching ads back to back to back. it gives the option to watch an ad for a reward and even if you decline it, it sends you straight to one. it's not worth paying"
games_18_20221009_515065,game,Dream League Soccer 2025,Sports,2022-10-09,2,negative,positive,0.9031,3036,"The game freezes more often, sometimes when you have the ball and the chances are clear the controls will not work ie your player having the ball will not move but that of your opponent will be working perfectly. Sometim"
games_20_20240222_523982,game,Genshin Impact,Role Playing,2024-02-22,1,negative,positive,0.951,3030,The game is excellent But the space required skyrockets with every new version. The resource management feature does little to no help to resolve this issue. Hope the devs find out a better solution. Update - the reward 
games_15_20230126_498806,game,Ludo King®,Board,2023-01-26,1,negative,positive,0.4012,3030,"I play this app almost 5 years, but now it becomes so frustrating. Several times it suddenly redirect me to Google play when I'm on the game and it takes time to bring me back to the game. So I lost several chances to pl"
apps_175_20221209_380073,app,Alibaba.com - B2B marketplace,Shopping,2022-12-09,1,negative,positive,0.3956,3017,"So many issues with the app recently! Can't open anything. Goes back to home screen, constantly getting pop up ads!! This app is supposed to be used to help creatives make their products! Stop running giant advertisement"
games_275_20230517_1010692,game,Snake.io - Fun Snake .io Games,Action,2023-05-17,2,negative,positive,0.9081,2993,"At first it was fine, the ads play when you lose, so you have to be pretty good. That leads to the next point. This game is too easy. Getting to #1 was easy even for an amateur slither.io player as myself. This leads to "
games_275_20230521_1012729,game,Snake.io - Fun Snake .io Games,Action,2023-05-21,4,positive,negative,-0.8949,2987,"The game is a lot of fun! The only thing I would change is add an option to turn off cheats, so there aren't other players that aren't invincibile. It's annoying when you are doing really good but then a random player ju"
games_163_20240319_844332,game,Hungry Shark Evolution,Action,2024-03-19,4,positive,negative,-0.8755,2938,"I've loved this game, and it's even as amazing 7 years later. The only problem is that I hadn't played it in months, and I tried opening the app. It kept leaving and wasn't working. Thought it might be a bug, so I cleare"
games_116_20200625_663614,game,Worms Zone .io - Hungry Snake,Action,2020-06-25,2,negative,positive,0.8977,2906,"Game was good until recent update. I play on Android tv. Can not select between infinity and timed. Game freezes on almost all ads, have to reboot tv. Now have to watch double the amount of ads for half the rewards. And "
apps_175_20211223_379872,app,Alibaba.com - B2B marketplace,Shopping,2021-12-23,1,negative,positive,0.6212,2847,"Please just make it work xD it's extremely hard to use this thing, it says ""no connection"" ""log in"" ""reconnecting"" and all of that when I have as stable and fast connection as it gets, I don't have this type of problem w"
games_260_20200811_981336,game,Chaos Road: Combat Car Racing,Action,2020-08-11,5,positive,negative,-0.6187,2805,this game is fun. the upgrades and the cost of new cars is high but that's what keeps me wanting to play. there are a few bugs. the 2 that are the worst are 1. The X2 powerup does not work 2. When the game ask if you wan
games_278_20240221_1024689,game,Kick the Buddy: Second Kick,Action,2024-02-21,1,negative,positive,0.3481,2787,"Too many ads. If I'm interested in going Premium, I will--I don't need an ad for it every three kills. I don't need an ad every time I change a weapon. At the end of each kill, an ad is offered to gain an extra award and"
games_20_20240421_523912,game,Genshin Impact,Role Playing,2024-04-21,1,negative,positive,0.9085,2768,"Love the exploration (Except the whole of sumeru), the lore is good, the character designs are just getting better & better! But, u need to give out better rewards, the primogems are not enough! Plus the grind is always "
apps_175_20220929_379960,app,Alibaba.com - B2B marketplace,Shopping,2022-09-29,1,negative,positive,0.353,2768,"No matter how many updates you guys do, you can't or WONT fix the search issue you've always had. I type in ""Ford key remote"" and I get EVERYTHING with any of those words so I get list of garage REMOTES, led tail lights "
games_255_20201006_958766,game,My Home Design - Modern City,Puzzle,2020-10-06,1,negative,positive,0.7615,2755,"Was a great game until the developers doubled the ad content. Not only that, but now the game is freezing after I make my final move to win the level, especially if I use a rainbow ball. If I use a rainbow ball in conjun"
